,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,title,authors,n_citation,doi,url,pdf,conf,fos,year,pool,topic,labels
4748,4748,4748,4748,85312.0,2012 Special Issue: Nonlinear dynamics and chaos in fractional-order neural networks,Eva KaslikSeenith Sivasundaram ; ,216,10.1016/j.neunet.2012.02.030,,,Neural Networks,Statistical physics=0.44269 ; Attractor=0.56306 ; Mathematical optimization=0.41995 ; Nonlinear system=0.49847 ; Stable states=0.0 ; Control theory=0.43405 ; Multistability=0.55598 ; Steady state=0.45238 ; Chaotic=0.51291 ; Artificial neural network=0.5306 ; Mathematics=0.37206 ; Hopf bifurcation=0.58042 ; ,2012,C,None,mo
4749,4749,4749,4749,85323.0,Original Contribution: Optimal filtering algorithms for fast learning in feedforward neural networks,Samir ShahFrancesco Palmieri ; Michael Datum ; ,143,10.1016/S0893-6080(05)80139-X,,,Neural Networks,Convergence (routing)=0.49663 ; Computer science=0.44456 ; Artificial intelligence=0.0 ; Artificial neural network=0.55688 ; Linearization=0.50686 ; Mathematical optimization=0.46441 ; Feedforward neural network=0.58458 ; Filter (signal processing)=0.49006 ; Algorithm=0.47105 ; Kalman filter=0.50101 ; Supervised learning=0.54322 ; Backpropagation=0.55148 ; Machine learning=0.45789 ; ,1992,C,ML,ml
4750,4750,4750,4750,85324.0,Physiological interpretationm of the self-organizing map algorithm,Teuvo Kohonen,173,10.1016/S0893-6080(05)90000-2,,,Neural Networks,Population=0.52148 ; Competitive learning=0.46922 ; Information processing=0.40821 ; Self-organizing map=0.50161 ; Artificial intelligence=0.42229 ; Artificial neural network=0.47932 ; Winner-take-all=0.53894 ; Machine learning=0.40475 ; Mathematics=0.34476 ; Difference-map algorithm=0.44382 ; ,1993,C,AI,ml
4751,4751,4751,4751,85336.0,2009 Special Issue: Hemodynamic brain-computer interfaces for communication and rehabilitation,Ranganatha SitaramAndrea Caria ; Niels Birbaumer ; ,120,10.1016/j.neunet.2009.05.009,,,Neural Networks,Hemodynamics=0.3577 ; Rehabilitation=0.38782 ; Neuroscience=0.39948 ; Functional magnetic resonance imaging=0.51651 ; Brain–computer interface=0.48455 ; Functional near-infrared spectroscopy=0.64774 ; Artificial intelligence=0.36182 ; Behavioral analysis=0.0 ; Machine learning=0.36689 ; Mathematics=0.25314 ; ,2009,C,ML,ml
4752,4752,4752,4752,85339.0,Exploiting Task Relatedness for Multiple Task Learning,Shai Ben-DavidReba Schuller ; ,287,10.1007/978-3-540-45167-9_41,,,Conference on Learning Theory,Multi-task learning=0.69659 ; Computer science=0.46071 ; Task learning=0.0 ; Generalization error=0.0 ; Artificial intelligence=0.47564 ; Machine learning=0.47014 ; Domain decomposition methods=0.42726 ; ,2003,A,ML,ml
4753,4753,4753,4753,85346.0,2007 Special Issue: An experimental unification of reservoir computing methods,D. VerstraetenB. Schrauwen ; M. D'Haene ; D. Stroobandt ; ,468,10.1016/j.neunet.2007.04.003,,,Neural Networks,Network dynamics=0.52379 ; Decorrelation=0.4715 ; Computer science=0.45454 ; Recurrent neural network=0.53364 ; Algorithm=0.46628 ; Finite-state machine=0.49754 ; Network topology=0.48925 ; Learning rule=0.52231 ; Artificial intelligence=0.0 ; Reservoir computing=0.75418 ; Backpropagation=0.5049 ; Machine learning=0.46023 ; ,2007,C,ML,ml
4754,4754,4754,4754,85352.0,Review: Neural networks and statistical techniques: A review of applications,Mukta PaliwalUsha A. Kumar ; ,449,10.1016/j.eswa.2007.10.005,,,Expert Systems With Applications,Data mining=0.45853 ; Computer science=0.43464 ; Regression analysis=0.45878 ; Probabilistic neural network=0.61457 ; Artificial intelligence=0.0 ; Linear discriminant analysis=0.51013 ; Artificial neural network=0.59577 ; Logistic regression=0.42124 ; Machine learning=0.46516 ; Feed forward=0.40745 ; ,2009,B,ML,ml
4755,4755,4755,4755,85366.0,Neural dynamics of adaptive timing temporal discrimination during associative learning,S. GrossbergN. A. Schmajuk ; ,320,10.1016/0893-6080(89)90026-9,,,Neural Networks,Population=0.50883 ; Adaptive resonance theory=0.48143 ; Contingent negative variation=0.49167 ; Interstimulus interval=0.51627 ; Orienting response=0.49075 ; Artificial intelligence=0.0 ; Artificial neural network=0.5148 ; Biological neural network=0.4869 ; Associative learning=0.57366 ; Machine learning=0.39553 ; Mathematics=0.34515 ; ,1989,C,ML,ml
4756,4756,4756,4756,85370.0,Short communication: Data mining method for listed companies' financial distress prediction,Jie SunHui Li ; ,113,10.1016/j.knosys.2006.11.003,,,Knowledge Based Systems,Financial ratio=0.65962 ; Decision tree=0.55717 ; Data mining=0.45541 ; Accounting management=0.61329 ; Computer science=0.44059 ; Attribute oriented induction=0.0 ; Information gain=0.0 ; Decision tree model=0.54589 ; Preprocessor=0.4324 ; Artificial intelligence=0.0 ; Machine learning=0.45087 ; Financial distress=0.0 ; ,2008,B,ML,ml
4757,4757,4757,4757,85371.0,2007 Special Issue: Online reservoir adaptation by intrinsic plasticity for backpropagation-decorrelation and echo state learning,Jochen J. Steil,120,10.1016/j.neunet.2007.04.011,,,Neural Networks,Least mean squares filter=0.4866 ; Space time=0.44767 ; Decorrelation=0.50113 ; Computer science=0.42714 ; Algorithm=0.4552 ; Learning rule=0.60939 ; Reservoir computing=0.6326 ; Artificial intelligence=0.45056 ; Exponential distribution=0.44289 ; Backpropagation=0.53199 ; Machine learning=0.4452 ; Maximization=0.50401 ; ,2007,C,AI,ml
4758,4758,4758,4758,85378.0,A decision framework for the analysis of green supply chain contracts,Sikhar BarariGaurav Agarwal ; W.J.(Chris) Zhang ; Biswajit Mahanty ; M.K. Tiwari ; ,117,10.1016/j.eswa.2011.08.158,,,Expert Systems With Applications,Consumer behaviour=0.49228 ; Computer science=0.41184 ; Supply chain management=0.5777 ; Game theory=0.50188 ; Sustainability organizations=0.60783 ; Artificial intelligence=0.0 ; Supply chain=0.58381 ; Evolutionary game theory=0.4868 ; Machine learning=0.39809 ; Environmental economics=0.4753 ; Sustainability=0.53974 ; Profit (economics)=0.47853 ; ,2012,B,ML,ml
4759,4759,4759,4759,85394.0,Experimentally optimal ν in support vector regression for different noise models and parameter settings,Athanassia ChalimourdaBernhard Schölkopf ; Alex J. Smola ; ,115,10.1016/S0893-6080(03)00209-0,,,Neural Networks,Nonlinear system=0.44578 ; Noise measurement=0.50317 ; Regression=0.47304 ; Regression analysis=0.50411 ; Support vector machine=0.51625 ; Model selection=0.51596 ; Artificial intelligence=0.0 ; Artificial neural network=0.45461 ; Gaussian function=0.46023 ; Mathematics=0.41432 ; Machine learning=0.40751 ; ,2004,C,ML,ml
4760,4760,4760,4760,85396.0,Improving support vector machine classifiers by modifying kernal functions,S. AmariS. Wu ; ,593,10.1016/S0893-6080(99)00032-5,,,Neural Networks,Radial basis function=0.51449 ; Radial basis function kernel=0.65787 ; Artificial intelligence=0.0 ; Topology=0.44591 ; Information geometry=0.53089 ; Support vector machine=0.58878 ; Algorithm=0.46221 ; Conformal map=0.4909 ; Riemannian geometry=0.48789 ; Kernel method=0.63745 ; Mathematics=0.39645 ; Machine learning=0.44842 ; Kernel (statistics)=0.59121 ; ,1999,C,ML,ml
4761,4761,4761,4761,85408.0,Original Contribution: Multilayer feedforward networks with a nonpolynomial activation function can approximate any function,Moshe LeshnoVladimir Ya. Lin ; Allan Pinkus ; Shimon Schocken ; ,856,10.1016/S0893-6080(05)80131-5,,,Neural Networks,Continuous function=0.55172 ; Universal approximation theorem=0.57742 ; Mathematical optimization=0.43394 ; Polynomial=0.51625 ; Activation function=0.60897 ; Artificial neural network=0.51135 ; Mathematics=0.38783 ; Piecewise=0.61447 ; Bounded function=0.53662 ; Feed forward=0.46614 ; ,1993,C,None,mo
4762,4762,4762,4762,85437.0,H/spl infin/ decentralized fuzzy model reference tracking control design for nonlinear interconnected systems,Chung-Shi TsengBor-Sen Chen ; ,183,10.1109/91.971729,,,IEEE Transactions on Fuzzy Systems,Control theory=0.54659 ; Fuzzy model=0.0 ; Mathematical optimization=0.45845 ; Decentralised system=0.48319 ; Nonlinear system=0.49737 ; Control theory=0.47579 ; Fuzzy logic=0.6069 ; Fuzzy control system=0.60642 ; Convex optimization=0.51 ; Mathematics=0.39649 ; Eigenvalues and eigenvectors=0.43582 ; ,2001,B,None,mo
4763,4763,4763,4763,85447.0,Modeling with constructive backpropagation,M. Lehtokangas,111,10.1016/S0893-6080(99)00018-0,,,Neural Networks,Stochastic optimization=0.49578 ; Nonlinear system=0.42916 ; Computer science=0.45245 ; Constructive=0.56048 ; Artificial intelligence=0.46521 ; Overfitting=0.54544 ; Estimation theory=0.44933 ; Artificial neural network=0.53044 ; Backpropagation=0.52004 ; Machine learning=0.46491 ; Feed forward=0.45681 ; ,1999,C,AI,ml
4764,4764,4764,4764,85448.0,Senti-lexicon and improved Naïve Bayes algorithms for sentiment analysis of restaurant reviews,Hanhoon KangSeong Joon Yoo ; Dongil Han ; ,142,10.1016/j.eswa.2011.11.107,,,Expert Systems With Applications,Data mining=0.43347 ; Computer science=0.40255 ; Bigram=0.46585 ; Artificial intelligence=0.0 ; Supervised training=0.0 ; Pattern recognition=0.4429 ; Naive Bayes classifier=0.59493 ; Sentiment analysis=0.57305 ; Support vector machine=0.50872 ; Algorithm=0.41349 ; Lexicon=0.43876 ; Recall=0.41694 ; Machine learning=0.44364 ; ,2012,B,ML,ml
4765,4765,4765,4765,85473.0,2008 Special Issue: BSMART: A Matlab/C toolbox for analysis of multichannel neural time series,Jie CuiLei Xu ; Steven L. Bressler ; Mingzhou Ding ; Hualou Liang ; ,137,10.1016/j.neunet.2008.05.007,,,Neural Networks,Time series=0.50792 ; Autoregressive model=0.50913 ; Data mining=0.45179 ; MATLAB=0.51002 ; Computer science=0.43301 ; Toolbox=0.52528 ; Software=0.48288 ; Graphical user interface=0.48908 ; Artificial intelligence=0.43516 ; Network analysis=0.47968 ; Bivariate analysis=0.48925 ; Machine learning=0.43977 ; ,2008,C,ML,ml
4766,4766,4766,4766,85484.0,1994 Special Issue: Design and evolution of modular neural network architectures,Bart L. M. HappelJacob M. J. Murre ; ,214,10.1016/S0893-6080(05)80155-8,,,Neural Networks,Nervous system network models=0.60689 ; Competitive learning=0.62876 ; Computer science=0.45852 ; Modular neural network=0.68853 ; Recurrent neural network=0.61769 ; Time delay neural network=0.60873 ; Artificial intelligence=0.47094 ; Deep learning=0.6244 ; Artificial neural network=0.61547 ; Machine learning=0.46602 ; Catastrophic interference=0.61356 ; ,1994,C,AI,dl
4767,4767,4767,4767,85496.0,R 1 -PCA: rotational invariant L 1 -norm principal component analysis for robust subspace factorization,Chris DingDing Zhou ; Xiaofeng He ; Hongyuan Zha ; ,396,10.1145/1143844.1143880,,,International Conference on Machine Learning,Sparse PCA=0.63764 ; Pattern recognition=0.41594 ; Subspace topology=0.48578 ; Artificial intelligence=0.0 ; Invariant (mathematics)=0.49481 ; Factorization=0.45684 ; Covariance matrix=0.49146 ; Cluster analysis=0.45019 ; Machine learning=0.38111 ; Mathematics=0.39368 ; Eigenvalues and eigenvectors=0.47811 ; Principal component analysis=0.56996 ; ,2006,A,ML,ml
4768,4768,4768,4768,85505.0,2005 Special Issue: Generalized 2D principal component analysis for face image representation and recognition,Hui KongLei Wang ; Eam Khwang Teoh ; Xuchun Li ; Jian-Gang Wang ; Ronda Venkateswarlu ; ,107,10.1016/j.neunet.2005.06.041,,,Neural Networks,Kernel (linear algebra)=0.51607 ; Facial recognition system=0.55149 ; Feature detection (computer vision)=0.60491 ; Image quality=0.56684 ; Image retrieval=0.57957 ; Feature extraction=0.5751 ; Artificial intelligence=0.0 ; Kernel method=0.54936 ; Mathematics=0.39573 ; Machine learning=0.45446 ; Principal component analysis=0.5126 ; ,2005,C,ML,ml
4769,4769,4769,4769,85508.0,2007 Special Issue: The cerebellum as a liquid state machine,Tadashi YamazakiShigeru Tanaka ; ,114,10.1016/j.neunet.2007.04.004,,,Neural Networks,Granular layer=0.5811 ; Biological system=0.4028 ; Neural coding=0.48202 ; Liquid state machine=0.50839 ; Artificial intelligence=0.36576 ; Parallel fiber=0.53607 ; Artificial neural network=0.45191 ; Neuron=0.44383 ; Perceptron=0.48981 ; Cerebellum=0.47732 ; Mathematics=0.32396 ; Machine learning=0.35358 ; ,2007,C,AI,ml
4770,4770,4770,4770,85519.0,2006 Special issue: Machine learning approaches for estimation of prediction interval for the model output,Durga L. ShresthaDimitri P. Solomatine ; ,154,10.1016/j.neunet.2006.01.012,,,Neural Networks,Data set=0.48004 ; Nonlinear system=0.43004 ; Regression analysis=0.48696 ; Fuzzy logic=0.48727 ; Quantile=0.49439 ; Prediction interval=0.5937 ; Artificial intelligence=0.0 ; Estimation theory=0.49597 ; Cluster analysis=0.54487 ; Mathematics=0.41213 ; Machine learning=0.45425 ; ,2006,C,ML,ml
4771,4771,4771,4771,85544.0,Original Contribution: Approximation of dynamical systems by continuous time recurrent neural networks,Ken-ichi FunahashiYuichi Nakamura ; ,547,10.1016/S0893-6080(05)80125-X,,,Neural Networks,Topology=0.46078 ; Feedforward neural network=0.62038 ; Mathematical optimization=0.44417 ; Recurrent neural network=0.63663 ; Algorithm=0.45266 ; Dynamical systems theory=0.59607 ; Initial value problem=0.48961 ; Artificial neural network=0.54829 ; Corollary=0.48201 ; Mathematics=0.39365 ; Dynamical system=0.51733 ; Multidimensional systems=0.48789 ; ,1993,C,None,mo
4772,4772,4772,4772,85547.0,2005 Special Issue: Challenges in real-life emotion annotation and machine learning based detection,Laurence DevillersLaurence Vidrascu ; Lori Lamel ; ,206,10.1016/j.neunet.2005.03.007,,,Neural Networks,Expressed emotion=0.52022 ; Dialog box=0.45303 ; Prosody=0.4562 ; Decision tree=0.45449 ; Annotation=0.46424 ; Support vector machine=0.43893 ; Feature extraction=0.42887 ; Artificial intelligence=0.0 ; Natural language processing=0.45896 ; Artificial neural network=0.44441 ; Machine learning=0.44303 ; Mathematics=0.33085 ; ,2005,C,ML,ml
4773,4773,4773,4773,85548.0,Differential evolution trained wavelet neural networks,Nikunj ChauhanV. Ravi ; D. Karthik Chandra ; ,134,10.1016/j.eswa.2008.09.019,,,Expert Systems With Applications,Data set=0.44496 ; Pattern recognition=0.45502 ; Feature selection=0.5193 ; Computer science=0.4155 ; Differential evolution=0.47369 ; Multilayer perceptron=0.54927 ; Bankruptcy prediction=0.46866 ; Time delay neural network=0.59938 ; Artificial intelligence=0.0 ; Soft computing=0.4857 ; Cross-validation=0.49226 ; Machine learning=0.44722 ; ,2009,B,ML,ml
4774,4774,4774,4774,85592.0,"Think globally, fit locally: unsupervised learning of low dimensional manifolds",Lawrence K. SaulSam T. Roweis ; ,1270,10.1162/153244304322972667,,,Journal of Machine Learning Research,Dimensionality reduction=0.6094 ; Models of neural computation=0.51985 ; Theoretical computer science=0.46837 ; Unsupervised learning=0.5882 ; Artificial intelligence=0.0 ; Nonlinear dimensionality reduction=0.60693 ; Local tangent space alignment=0.55623 ; Embedding=0.52087 ; Pattern recognition=0.46585 ; Curse of dimensionality=0.53711 ; Machine learning=0.45685 ; Mathematics=0.39714 ; Isomap=0.57696 ; ,2003,A,ML,ml
4775,4775,4775,4775,85598.0,Adaptive dimension reduction using discriminant analysis and K -means clustering,Chris DingTao Li ; ,194,10.1145/1273496.1273562,,,International Conference on Machine Learning,Data mining=0.44659 ; k-means clustering=0.56474 ; Dimensionality reduction=0.57628 ; Pattern recognition=0.46523 ; Subspace topology=0.54253 ; Computer science=0.40762 ; Linear subspace=0.52632 ; Artificial intelligence=0.0 ; Linear discriminant analysis=0.65848 ; Cluster analysis=0.65185 ; Discriminative model=0.52526 ; Machine learning=0.44501 ; ,2007,A,ML,mo
4776,4776,4776,4776,85610.0,Short Communication: EEG signals classification using the K-means clustering and a multilayer perceptron neural network model,Umut OrhanMahmut Hekim ; Mahmut Ozer ; ,260,10.1016/j.eswa.2011.04.149,,,Expert Systems With Applications,k-means clustering=0.48633 ; Pattern recognition=0.45503 ; Computer science=0.37689 ; Multilayer perceptron neural network=0.0 ; Epileptic seizure=0.42751 ; Probability distribution=0.47071 ; Artificial intelligence=0.0 ; Discrete wavelet transform=0.56285 ; Electroencephalography=0.4309 ; Machine learning=0.41779 ; Wavelet=0.5574 ; ,2011,B,ML,ml
4777,4777,4777,4777,85626.0,Neural networks letter: Novel stability of cellular neural networks with interval time-varying delay,Liang HuHuijun Gao ; Wei Xing Zheng ; ,101,10.1016/j.neunet.2008.09.002,,,Neural Networks,Lyapunov function=0.47839 ; Stability criterion=0.51879 ; Control theory=0.41804 ; Upper and lower bounds=0.41141 ; Exponential stability=0.49577 ; Retard=0.41658 ; Artificial neural network=0.55751 ; Cellular neural network=0.64288 ; Mathematics=0.34226 ; Linear matrix inequality=0.43794 ; ,2008,C,None,mo
4778,4778,4778,4778,85631.0,2009 Special Issue: A new learning paradigm: Learning using privileged information,Vladimir VapnikAkshay Vashist ; ,219,10.1016/j.neunet.2009.06.042,,,Neural Networks,Computer science=0.4649 ; Support vector machine=0.55745 ; Oracle=0.47972 ; Artificial intelligence=0.4736 ; Signal classification=0.0 ; Machine learning=0.46296 ; ,2009,C,AI,ml
4779,4779,4779,4779,85632.0,2012 Special Issue: Man vs. computer: Benchmarking machine learning algorithms for traffic sign recognition,J. StallkampM. Schlipsing ; J. Salmen ; C. Igel ; ,428,10.1016/j.neunet.2012.02.016,,,Neural Networks,Legibility=0.45017 ; Convolutional neural network=0.5254 ; Image processing=0.45002 ; Algorithm=0.42503 ; Traffic sign recognition=0.6314 ; Artificial intelligence=0.0 ; Traffic sign=0.59459 ; Perception=0.43479 ; Benchmarking=0.4535 ; Machine learning=0.4622 ; Mathematics=0.35249 ; Visual appearance=0.47734 ; ,2012,C,ML,ml
4780,4780,4780,4780,85651.0,Short Communication: Concept lattice reduction using fuzzy K-Means clustering,Ch. Aswani KumarS. Srinivas ; ,168,10.1016/j.eswa.2009.09.026,,,Expert Systems With Applications,Fuzzy clustering=0.6144 ; Fuzzy classification=0.53735 ; Computer science=0.45043 ; Fuzzy set operations=0.55007 ; Theoretical computer science=0.46943 ; Cluster analysis=0.57308 ; Fuzzy associative matrix=0.55483 ; Fuzzy number=0.54688 ; Formal concept analysis=0.53656 ; Lattice reduction=0.54392 ; ,2010,B,ML,mo
4781,4781,4781,4781,85655.0,The optimised internal representation of multilayered classifier networks performs nonlinear discriminant analysis,Andrew R. WebbDavid Lowe ; ,106,10.1016/0893-6080(90)90019-H,,,Neural Networks,Nonlinear system=0.5016 ; Multiple discriminant analysis=0.67647 ; Nonlinear discriminant analysis=0.0 ; Artificial intelligence=0.0 ; Classifier (linguistics)=0.48673 ; Discriminant function analysis=0.61918 ; Optimal discriminant analysis=0.69661 ; Mathematical optimization=0.44063 ; Pattern recognition=0.4637 ; Linear discriminant analysis=0.69729 ; Covariance matrix=0.55175 ; Mathematics=0.40586 ; Machine learning=0.44204 ; ,1990,C,ML,ml
4782,4782,4782,4782,85658.0,Real-time obstacle avoidance for fast mobile robots,J. BorensteinY. Koren ; ,1001,10.1109/21.44033,,,"IEEE Transactions on Systems, Man, and Cybernetics",Obstacle avoidance=0.65533 ; Motion planning=0.54083 ; Obstacle=0.53327 ; Vector Field Histogram=0.56674 ; Computer vision=0.45265 ; Artificial intelligence=0.0 ; Mobile robot navigation=0.67898 ; Robot=0.54185 ; Mathematics=0.34051 ; Robotics=0.52112 ; Mobile robot=0.68766 ; ,1989,B,AI,ml
4783,4783,4783,4783,85659.0,Review: A review of data mining applications for quality improvement in manufacturing industry,Gülser Köksalİnci Batmaz ; Murat Caner Testik ; ,183,10.1016/j.eswa.2011.04.063,,,Expert Systems With Applications,Data collection=0.49026 ; Data mining=0.43017 ; Six Sigma=0.54741 ; Kaizen=0.51177 ; Manufacturing=0.47363 ; Data analysis=0.46061 ; Computer science=0.42993 ; Design for Six Sigma=0.55939 ; Group method of data handling=0.46286 ; Quality management=0.58262 ; ,2011,B,None,mo
4784,4784,4784,4784,85665.0,An integrated fuzzy model for supplier management,Saman Hassanzadeh AminJafar Razmi ; ,132,10.1016/j.eswa.2008.10.012,,,Expert Systems With Applications,Data mining=0.46046 ; Fuzzy model=0.0 ; Vagueness=0.45666 ; Computer science=0.4622 ; Supplier relationship management=0.6323 ; Quality function deployment=0.54747 ; Fuzzy logic=0.58275 ; Operations research=0.472 ; Fuzzy set=0.56223 ; Tertiary sector of the economy=0.41831 ; Fuzzy number=0.62317 ; ,2009,B,None,mo
4785,4785,4785,4785,85669.0,Designing autonomous agents,Pattie Maes,658,10.1016/S0921-8890(05)80024-7,,,Robotics and Autonomous Systems,Situated=0.49957 ; Decentralization=0.4119 ; Architecture=0.45635 ; Autonomous agent=0.57384 ; Computer science=0.42473 ; Simulation=0.36551 ; Autonomy=0.42049 ; Symbol grounding=0.49301 ; Robot=0.4589 ; Perception=0.41197 ; ,1990,B,None,ml
4786,4786,4786,4786,85672.0,Measuring knowledge management performance using a competitive perspective,Mu-Yen ChenMu-Jung Huang ; Yu-Chen Cheng ; ,117,10.1016/j.eswa.2008.10.067,,,Expert Systems With Applications,Multiple criteria=0.0 ; Computer science=0.44156 ; Learning theory=0.49047 ; Competitive advantage=0.60012 ; Knowledge management=0.4833 ; Performance measurement=0.59212 ; Knowledge creation=0.0 ; Balanced scorecard=0.59674 ; Customer perspective=0.0 ; ,2009,B,None,ml
4787,4787,4787,4787,85707.0,Review: Software fault prediction: A literature review and current trends,Cagatay Catal,169,10.1016/j.eswa.2010.10.024,,,Expert Systems With Applications,Software fault=0.0 ; Data mining=0.4528 ; Test effort=0.56051 ; Computer science=0.45858 ; Cost prediction=0.0 ; Software peer review=0.63951 ; Expert system=0.48668 ; Software quality engineering=0.0 ; Artificial intelligence=0.0 ; Software construction=0.64678 ; Machine learning=0.45597 ; Reusability=0.52461 ; ,2011,B,ML,ml
4788,4788,4788,4788,85716.0,Deep learning in neural networks,Jürgen Schmidhuber,4689,10.1016/j.neunet.2014.09.003,,,Neural Networks,Competitive learning=0.60988 ; Semi-supervised learning=0.59386 ; Instance-based learning=0.57901 ; Computer science=0.4301 ; Deep belief network=0.63789 ; Unsupervised learning=0.63353 ; Artificial intelligence=0.45602 ; Deep learning=0.64724 ; Artificial neural network=0.61346 ; Machine learning=0.45227 ; Learning classifier system=0.59904 ; ,2015,C,ML,ml
4789,4789,4789,4789,85726.0,Chinese comments sentiment classification based on word2vec and SVMperf,Dongwen ZhangHua Xu ; Zengcai Su ; Yunfeng Xu ; ,108,10.1016/j.eswa.2014.09.011,,,Expert Systems With Applications,Data mining=0.45384 ; Feature selection=0.48866 ; Computer science=0.43703 ; Sentiment analysis=0.66293 ; Support vector machine=0.48466 ; Lexicon=0.48535 ; Artificial intelligence=0.0 ; Word2vec=0.49633 ; Cluster analysis=0.48442 ; Syntax=0.45014 ; Machine learning=0.46092 ; ,2015,B,ML,ml
4790,4790,4790,4790,85739.0,Induced l 2 filtering of fuzzy stochastic systems with time-varying delays,Xiaojie SuPeng Shi ; Ligang Wu ; Sing Kiong Nguang ; ,140,10.1109/TSMCB.2012.2227721,,,"IEEE Transactions on Systems, Man, and Cybernetics",Mathematical optimization=0.46869 ; Computer science=0.42922 ; Fuzzy logic=0.53232 ; Approximation theory=0.5102 ; Filter (signal processing)=0.56454 ; Artificial intelligence=0.0 ; Fuzzy control system=0.54235 ; Filtering theory=0.0 ; Convex optimization=0.54963 ; Machine learning=0.43093 ; Filter design=0.59182 ; ,2013,B,ML,mo
4791,4791,4791,4791,85748.0,2005 Special Issue: Framewise phoneme classification with bidirectional LSTM and other neural network architectures,Alex GravesJürgen Schmidhuber ; ,635,10.1016/j.neunet.2005.06.042,,,Neural Networks,Speech processing=0.46773 ; Contextual information=0.0 ; Recurrent neural nets=0.0 ; Computer science=0.40688 ; Network architecture=0.45214 ; Long short term memory=0.0 ; Speech recognition=0.44981 ; Timit database=0.0 ; Artificial intelligence=0.0 ; Artificial neural network=0.51041 ; Perceptron=0.48891 ; Machine learning=0.43762 ; ,2005,C,AI,ml
4792,4792,4792,4792,85750.0,Neural networks letter: Dissipativity and quasi-synchronization for neural networks with discontinuous activations and parameter mismatches,Xiaoyang LiuTianping Chen ; Jinde Cao ; Wenlian Lu ; ,123,10.1016/j.neunet.2011.06.005,,,Neural Networks,Synchronization=0.50676 ; Mathematical optimization=0.45148 ; Matrix (mathematics)=0.47594 ; Control theory=0.46026 ; Chaotic systems=0.0 ; Artificial neural network=0.55178 ; Mathematics=0.39157 ; Special case=0.45753 ; ,2011,C,None,mo
4793,4793,4793,4793,85759.0,2005 Special Issue: Emotion recognition in human-computer interaction,N. FragopanagosJ. G. Taylor ; ,216,10.1016/j.neunet.2005.03.006,,,Neural Networks,Modalities=0.46973 ; Prosody=0.48978 ; Emotion classification=0.61735 ; Feature extraction=0.43427 ; Facial expression=0.48855 ; Human–computer interaction=0.45309 ; Lexical analysis=0.48122 ; Artificial neural network=0.45019 ; Mathematics=0.33012 ; Attentional control=0.45196 ; ,2005,C,None,ml
4794,4794,4794,4794,85764.0,2005 Speical Issue: Graph kernels for chemical informatics,Liva RalaivolaSanjay J. Swamidass ; Hiroto Saigo ; Pierre Baldi ; ,259,10.1016/j.neunet.2005.07.009,,,Neural Networks,Informatics=0.41332 ; Data structure=0.46886 ; Graph=0.0 ; Minimax=0.42268 ; Data set=0.42089 ; Vertex (geometry)=0.41321 ; Computer science=0.43557 ; Theoretical computer science=0.45187 ; Artificial intelligence=0.0 ; Artificial neural network=0.47697 ; Kernel method=0.47962 ; Machine learning=0.45257 ; ,2005,C,ML,ml
4795,4795,4795,4795,85766.0,2009 Special Issue: Neural network approach to continuous-time direct adaptive optimal control for partially unknown nonlinear systems,Draguna VrabieFrank Lewis ; ,268,10.1016/j.neunet.2009.03.008,,,Neural Networks,Mathematical optimization=0.47739 ; Control theory=0.59776 ; Optimal control=0.61561 ; Nonlinear control=0.60085 ; Control theory=0.48013 ; Automatic control=0.60366 ; Adaptive control=0.63094 ; Control system=0.55505 ; Mathematics=0.39776 ; Reinforcement learning=0.57481 ; Sliding mode control=0.61845 ; ,2009,C,ML,ml
4796,4796,4796,4796,85777.0,Review Article: Recent Advances in Artificial Immune Systems: Models and Applications,Dipankar DasguptaSenhua Yu ; Fernando Nino ; ,261,10.1016/j.asoc.2010.08.024,,,Applied Soft Computing,Artificial immune system=0.61364 ; Information processing=0.43738 ; Review article=0.37843 ; Computational intelligence=0.50445 ; Biological immune system=0.0 ; Artificial intelligence=0.0 ; Negative selection algorithm=0.0 ; Clonal selection=0.43073 ; Mathematics=0.30933 ; Machine learning=0.42311 ; ,2011,B,ML,ml
4797,4797,4797,4797,85787.0,Robust Nonfragile $H_infty$ Filtering of Fuzzy Systems With Linear Fractional Parametric Uncertainties,Xiao-Heng Chang,108,10.1109/TFUZZ.2012.2187299,,,IEEE Transactions on Fuzzy Systems,Control theory=0.46612 ; Fuzzy logic=0.56312 ; Filter (signal processing)=0.54023 ; Symmetric matrix=0.48276 ; Filtering problem=0.59684 ; Parametric statistics=0.51013 ; Fuzzy control system=0.56216 ; Robust control=0.51274 ; Mathematics=0.40185 ; Filter design=0.5687 ; ,2012,B,None,mo
4798,4798,4798,4798,85802.0,Original Contribution: Blind separation of sources: A nonlinear neural algorithm,Gilles Burel,181,10.1016/S0893-6080(05)80090-5,,,Neural Networks,Signal processing=0.51021 ; Nonlinear system=0.48664 ; Computer science=0.43621 ; A priori and a posteriori=0.49057 ; Algorithm=0.46608 ; Artificial intelligence=0.0 ; Independent component analysis=0.53439 ; Backpropagation=0.49063 ; Artificial neural network=0.49918 ; Blind signal separation=0.63838 ; Machine learning=0.44247 ; Source separation=0.59648 ; ,1992,C,ML,ml
